Drug Tier,Specialty,Plan Type,Allowed,Drug_name,Requirements_Limits
5,Not Specified,my blue,Yes,methylphenidate hcl chew tab 10 mg,Quantity Limits (180 tablets/30 days)
5,Not Specified,my blue,Yes,methylphenidate hcl soln 5 mg/5ml (Methylin),Quantity Limits (450 mls/30 days)
5,Not Specified,my blue,Yes,methylphenidate hcl soln 10 mg/5ml (Methylin),Quantity Limits (900 mls/30 days)
5,Not Specified,my blue,Yes,"methylphenidate hcl tab er osmotic release (osm) 18 mg, 27 mg, 54 mg (Concerta)",Quantity Limits (30 tablets/30 days)
5,Not Specified,my blue,Yes,methylphenidate hcl tab er osmotic release (osm) 36 mg (Concerta),Quantity Limits (60 tablets/30 days)
5,Not Specified,my blue,Yes,"methylphenidate hcl tab er 10 mg, 20 mg",Quantity Limits (90 tablets/30 days)
3,Not Specified,my blue,Yes,"methylphenidate hcl tab 5 mg, 10 mg, 20 mg (Ritalin)",Quantity Limits (90 tablets/30 days)
3,Not Specified,my blue,Yes,modafinil tab 100 mg (Provigil),Quantity Limits (30 tablets/30 days)
5,Not Specified,my blue,Yes,modafinil tab 200 mg (Provigil),Quantity Limits (30 tablets/30 days)
5,Not Specified,my blue,Yes,"SUNOSI - solriamfetol hcl tab 75 mg (base equiv), 150 mg (base equiv)","Prior authorization, Quantity Limits (30 tablets/30 days)"
6,Not Specified,my blue,Yes,"VYVANSE - lisdexamfetamine dimesylate cap 10 mg, 20 mg, 30 mg, 40 mg, 50 mg, 60 mg, 70 mg","Prior authorization, Quantity Limits (30 capsules/30 days)"
6,Not Specified,my blue,Yes,"VYVANSE - lisdexamfetamine dimesylate chew tab 10 mg, 20 mg, 30 mg, 40 mg, 50 mg, 60 mg",Quantity Limits (30 tablets/30 days)
5,Not Specified,my blue,Yes,acamprosate calcium tab delayed release 333 mg,Not Specified
6,Speciality Drug,my blue,Yes,AVONEX - interferon beta-1a im prefilled syringe kit 30 mcg/0.5ml,"Prior authorization, Quantity Limits (1 kit/28 days)"
6,Speciality Drug,my blue,Yes,AVONEX PEN - interferon beta-1a im auto-injector kit 30 mcg/0.5ml,"Prior authorization, Quantity Limits (1 kit/28 days)"
6,Speciality Drug,my blue,Yes,BETASERON - interferon beta-1b for inj kit 0.3 mg,"Prior authorization, Quantity Limits (1 kit/28 days)"
1,Not Specified,my blue,Yes,bupropion hcl (smoking deterrent) tab er 12hr 150 mg,Not Specified
6,Not Specified,my blue,Yes,"CHLORDIAZEPOXIDE/AMITRIPT - chlordiazepoxide- amitriptyline tab 5-12.5 mg, 10-25 mg",Prior authorization
5,Not Specified,my blue,Yes,dalfampridine tab er 12hr 10 mg (Ampyra),"Prior authorization, Quantity Limits (60 tablets/30 days)"
6,Speciality Drug,my blue,Yes,dimethyl fumarate capsule delayed release 120 mg (Tecfidera),Quantity Limits (14 capsules/180 days)
6,Speciality Drug,my blue,Yes,dimethyl fumarate capsule delayed release 240 mg (Tecfidera),Quantity Limits (60 capsules/30 days)
6,Speciality Drug,my blue,Yes,dimethyl fumarate capsule dr starter pack 120 mg & 240 mg (Tecfidera starter pa),Quantity Limits (1 pack/180 days)
5,Not Specified,my blue,Yes,"disulfiram tab 250 mg, 500 mg",Not Specified
3,Not Specified,my blue,Yes,"donepezil hydrochloride orally disintegrating tab 5 mg, 10 mg",Not Specified
3,Not Specified,my blue,Yes,"donepezil hydrochloride tab 5 mg, 10 mg (Aricept)",Not Specified
5,Not Specified,my blue,Yes,donepezil hydrochloride tab 23 mg (Aricept),Not Specified
6,Not Specified,my blue,Yes,ERGOLOID MESYLATES - ergoloid mesylates tab 1 mg,Prior authorization
6,Speciality Drug,my blue,Yes,fingolimod hcl cap 0.5 mg (base equiv) (Gilenya),Quantity Limits (30 capsules/30 days)
5,Not Specified,my blue,Yes,"galantamine hydrobromide cap er 24hr 8 mg, 16 mg, 24 mg (Razadyne er)",Not Specified
5,Not Specified,my blue,Yes,"galantamine hydrobromide tab 4 mg, 8 mg, 12 mg",Not Specified
6,Speciality Drug,my blue,Yes,glatiramer acetate soln prefilled syringe 20 mg/ml (Copaxone),Quantity Limits (30 syringes/30 days)
6,Speciality Drug,my blue,Yes,glatiramer acetate soln prefilled syringe 40 mg/ml (Copaxone),Quantity Limits (12 syringes/28 days)
6,Speciality Drug,my blue,Yes,KESIMPTA - ofatumumab soln auto-injector 20 mg/0.4ml,"Prior authorization, Quantity Limits (1 pen/28 days)"
6,Speciality Drug,my blue,Yes,"MAVENCLAD - cladribine tab therapy pack 10 mg (4 tabs), 10 mg (8 tabs)","Prior authorization, Limited distribution, Quantity Limits (8 tablets/301 days)"
6,Speciality Drug,my blue,Yes,MAVENCLAD - cladribine tab therapy pack 10 mg (5 tabs),"Prior authorization, Limited distribution, Quantity Limits (10 tablets/301 days)"
6,Speciality Drug,my blue,Yes,MAVENCLAD - cladribine tab therapy pack 10 mg (6 tabs),"Prior authorization, Limited distribution, Quantity Limits (12 tablets/301 days)"
6,Speciality Drug,my blue,Yes,MAVENCLAD - cladribine tab therapy pack 10 mg (7 tabs),"Prior authorization, Limited distribution, Quantity Limits (14 tablets/301 days)"
6,Speciality Drug,my blue,Yes,MAVENCLAD - cladribine tab therapy pack 10 mg (9 tabs),"Prior authorization, Limited distribution, Quantity Limits (9 tablets/301 days)"
6,Speciality Drug,my blue,Yes,MAVENCLAD - cladribine tab therapy pack 10 mg (10 tabs),"Prior authorization, Limited distribution, Quantity Limits (20 tablets/301 days)"
6,Speciality Drug,my blue,Yes,MAYZENT - siponimod fumarate tab 0.25 mg (base equiv),"Prior authorization, Limited distribution, Quantity Limits (120 tablets/30 days)"
6,Speciality Drug,my blue,Yes,"MAYZENT - siponimod fumarate tab 1 mg (base equiv), 2 mg (base equiv)","Prior authorization, Limited distribution, Quantity Limits (30 tablets/30 days)"
6,Speciality Drug,my blue,Yes,MAYZENT STARTER PACK - siponimod fumarate tab 0.25 mg (7) starter pack,"Prior authorization, Limited distribution, Quantity Limits (7 tablets/180 days)"
6,Speciality Drug,my blue,Yes,MAYZENT STARTER PACK - siponimod fumarate tab 0.25 mg (12) starter pack,"Prior authorization, Limited distribution, Quantity Limits (12 tablets/180 days)"
5,Not Specified,my blue,Yes,memantine hcl oral solution 2 mg/ml,Not Specified
3,Not Specified,my blue,Yes,"memantine hcl tab 5 mg, 10 mg (Namenda)",Not Specified
5,Not Specified,my blue,Yes,memantine hcl tab 28 x 5 mg & 21 x 10 mg titration pack (Namenda titration pa),Not Specified
1,Not Specified,my blue,Yes,"nicotine polacrilex gum 2 mg, 4 mg",Not Specified
1,Not Specified,my blue,Yes,"nicotine polacrilex lozenge 2 mg, 4 mg",Not Specified
1,Not Specified,my blue,Yes,"nicotine td patch 24hr 7 mg/24hr, 14 mg/24hr, 21 mg/24hr",Not Specified
1,Not Specified,my blue,Yes,NICOTROL INHALER - nicotine inhaler system 10 mg (4 mg delivered),Not Specified
1,Not Specified,my blue,Yes,NICOTROL NS - nicotine nasal spray 10 mg/ml (0.5 mg/ spray),Not Specified
5,Not Specified,my blue,Yes,paroxetine mesylate cap 7.5 mg (base equiv) (Brisdelle),Not Specified
6,Not Specified,my blue,Yes,"PERPHENAZINE/AMITRIPTYLIN - perphenazine- amitriptyline tab 2-10 mg, 2-25 mg, 4-10 mg, 4-25 mg, 4-50 mg",Prior authorization
5,Not Specified,my blue,Yes,"PIMOZIDE - pimozide tab 1 mg, 2 mg",Not Specified
6,Speciality Drug,my blue,Yes,PLEGRIDY - peginterferon beta-1a soln pen-injector 125 mcg/0.5ml,"Prior authorization, Limited distribution, Quantity Limits (2 pens/28 days)"
6,Speciality Drug,my blue,Yes,PLEGRIDY - peginterferon beta-1a soln prefilled syringe 125 mcg/0.5ml,"Prior authorization, Limited distribution, Quantity Limits (2 syringes/28 days)"
6,Speciality Drug,my blue,Yes,PLEGRIDY - peginterferon beta-1a im soln prefilled syr 125 mcg/0.5ml,"Prior authorization, Limited distribution, Quantity Limits (2 syringes/28 days)"
6,Speciality Drug,my blue,Yes,PLEGRIDY STARTER PACK - peginterferon beta-1a soln pen-inj 63 & 94 mcg/0.5ml pack,"Prior authorization, Limited distribution, Quantity Limits (1 kit/180 days)"
6,Speciality Drug,my blue,Yes,PLEGRIDY STARTER PACK - peginterferon beta-1a soln pref syr 63 & 94 mcg/0.5ml pack,"Prior authorization, Limited distribution, Quantity Limits (1 kit/180 days)"
6,Speciality Drug,my blue,Yes,"REBIF - interferon beta-1a soln pref syr 22 mcg/0.5ml, 44 mcg/0.5ml","Prior authorization, Quantity Limits (12 syringes/28 days)"
6,Speciality Drug,my blue,Yes,"REBIF REBIDOSE - interferon beta-1a soln auto-inj 22 mcg/0.5ml, 44 mcg/0.5ml","Prior authorization, Quantity Limits (12 syringes/28 days)"
6,Speciality Drug,my blue,Yes,REBIF REBIDOSE TITRATION - interferon beta-1a auto- inj 6x8.8 mcg/0.2ml & 6x22 mcg/0.5ml,"Prior authorization, Quantity Limits (1 kit/28 days)"
6,Speciality Drug,my blue,Yes,REBIF TITRATION PACK - interferon beta-1a pref syr 6x8.8 mcg/0.2ml & 6x22 mcg/0.5ml,"Prior authorization, Quantity Limits (1 kit/28 days)"
5,Not Specified,my blue,Yes,"rivastigmine tartrate cap 1.5 mg (base equivalent), 3 mg (base equivalent)",Not Specified
3,Not Specified,my blue,Yes,"rivastigmine tartrate cap 4.5 mg (base equivalent), 6 mg (base equivalent)",Not Specified
5,Not Specified,my blue,Yes,"rivastigmine td patch 24hr 4.6 mg/24hr, 9.5 mg/24hr, 13.3 mg/24hr (Exelon)",Not Specified
6,Not Specified,my blue,Yes,"SAVELLA - milnacipran hcl tab 12.5 mg, 25 mg, 50 mg, 100 mg","ST, Quantity Limits (60 tablets/30 days)"
6,Not Specified,my blue,Yes,SAVELLA TITRATION PACK - milnacipran hcl tab 12.5 mg (5) & 25 mg (8) & 50 mg (42) pak,"ST, Quantity Limits (1 pack/180 days)"
6,Speciality Drug,my blue,Yes,SODIUM OXYBATE - sodium oxybate oral solution 500 mg/ml,"Prior authorization, Limited distribution, Quantity Limits (540 ml/30 days)"
6,Speciality Drug,my blue,Yes,TASCENSO ODT - fingolimod lauryl sulfate tablet disintegrating 0.25 mg,"Prior authorization, Limited distribution, Quantity Limits (30 tablets/30 days)"
6,Speciality Drug,my blue,Yes,"teriflunomide tab 7 mg, 14 mg (Aubagio)",Quantity Limits (30 tablets/30 days)
6,Speciality Drug,my blue,Yes,tetrabenazine tab 12.5 mg (Xenazine),"Prior authorization, Quantity Limits (240 tablets/30 days)"
6,Speciality Drug,my blue,Yes,tetrabenazine tab 25 mg (Xenazine),"Prior authorization, Quantity Limits (120 tablets/30 days)"
1,Not Specified,my blue,Yes,"varenicline tartrate tab 0.5 mg (base equiv), 1 mg (base equiv)",Not Specified
1,Not Specified,my blue,Yes,varenicline tartrate tab 11 x 0.5 mg & 42 x 1 mg start pack,Not Specified
6,Speciality Drug,my blue,Yes,"XYWAV - calcium, mag, potassium, & sod oxybates oral soln 500 mg/ml","Prior authorization, Limited distribution, Quantity Limits (540 mls/30 days)"
6,Speciality Drug,my blue,Yes,ZEPOSIA - ozanimod hcl cap 0.92 mg,"Prior authorization, Quantity Limits (30 capsules/30 days)"
6,Speciality Drug,my blue,Yes,ZEPOSIA STARTER KIT - ozanimod cap pack 4 x 0.23 mg & 3 x 0.46 mg & 21 x 0.92 mg,"Prior authorization, Quantity Limits (28 capsules/180 days)"
6,Speciality Drug,my blue,Yes,ZEPOSIA 7-DAY STARTER PAC - ozanimod cap pack 4 x 0.23 mg & 3 x 0.46 mg,"Prior authorization, Quantity Limits (7 capsules/180 days)"
1,Not Specified,my blue,Yes,aspirin chew tab 81 mg,Not Specified
1,Not Specified,my blue,Yes,aspirin tab delayed release 81 mg,Not Specified
5,Not Specified,my blue,Yes,butalbital-acetaminophen cap 50-300 mg (Butalbital/ acetamino),Quantity Limits (180 capsules/30 days)
3,Not Specified,my blue,Yes,butalbital-acetaminophen tab 50-325 mg,Quantity Limits (180 tablets/30 days)
3,Not Specified,my blue,Yes,butalbital-acetaminophen-caffeine tab 50-325-40 mg (Esgic),Quantity Limits (180 tablets/30 days)
3,Not Specified,my blue,Yes,butalbital-aspirin-caffeine cap 50-325-40 mg,Quantity Limits (180 capsules/30 days)
5,Not Specified,my blue,Yes,diflunisal tab 500 mg,Not Specified
5,Not Specified,my blue,Yes,TENCON - butalbital-acetaminophen tab 50-325 mg,Quantity Limits (180 tablets/30 days)
3,Not Specified,my blue,Yes,acetaminophen w/ codeine soln 120-12 mg/5ml,"Prior authorization, Quantity Limits (2700 mls/30 days)"
3,Not Specified,my blue,Yes,acetaminophen w/ codeine tab 300-15 mg (Tylenol/ codeine),"Prior authorization, Quantity Limits (360 tablets/30 days)"
3,Not Specified,my blue,Yes,acetaminophen w/ codeine tab 300-30 mg,"Prior authorization, Quantity Limits (360 tablets/30 days)"
3,Not Specified,my blue,Yes,acetaminophen w/ codeine tab 300-60 mg,"Prior authorization, Quantity Limits (180 tablets/30 days)"
6,Not Specified,my blue,Yes,APADAZ - benzhydrocodone hcl-acetaminophen tab 4.08-325 mg,Quantity Limits (360 tablets/30 days)
5,Not Specified,my blue,Yes,"BELBUCA - buprenorphine hcl buccal film 75 mcg (base equivalent), 150 mcg (base equivalent), 300 mcg (base equivalent), 450 mcg (base equivalent), 600 mcg (base equivalent), 750 mcg (base equivalent), 900 mcg (base equivalent)","Prior authorization, Quantity Limits (60 films/30 days)"
6,Not Specified,my blue,Yes,BENZHYDROCODONE/ACETAMINO - benzhydrocodone hcl-acetaminophen tab 4.08-325 mg,Quantity Limits (360 tablets/30 days)
3,Not Specified,my blue,Yes,buprenorphine hcl sl tab 2 mg (base equiv),Quantity Limits (90 tablets/30 days)
5,Not Specified,my blue,Yes,buprenorphine hcl sl tab 8 mg (base equiv),Quantity Limits (90 tablets/30 days)
5,Not Specified,my blue,Yes,buprenorphine hcl-naloxone hcl sl film 2-0.5 mg (base equiv) (Suboxone),Quantity Limits (120 films/30 days)
5,Not Specified,my blue,Yes,"buprenorphine hcl-naloxone hcl sl film 4-1 mg (base equiv), 12-3 mg (base equiv) (Suboxone)",Quantity Limits (60 films/30 days)
5,Not Specified,my blue,Yes,buprenorphine hcl-naloxone hcl sl film 8-2 mg (base equiv) (Suboxone),Quantity Limits (90 films/30 days)
5,Not Specified,my blue,Yes,buprenorphine hcl-naloxone hcl sl tab 2-0.5 mg (base equiv),Quantity Limits (120 tablets/30 days)
5,Not Specified,my blue,Yes,buprenorphine hcl-naloxone hcl sl tab 8-2 mg (base equiv),Quantity Limits (90 tablets/30 days)
5,Not Specified,my blue,Yes,"buprenorphine td patch weekly 5 mcg/hr, 7.5 mcg/hr, 10 mcg/hr, 15 mcg/hr, 20 mcg/hr (Butrans)","Prior authorization, Quantity Limits (4 patches/28 days)"
3,Not Specified,my blue,Yes,butalbital-acetaminophen-caff w/ cod cap 50-325-40-30 mg,"Prior authorization, Quantity Limits (180 capsules/30 days)"
5,Not Specified,my blue,Yes,butalbital-aspirin-caff w/ codeine cap 50-325-40-30 mg,"Prior authorization, Quantity Limits (180 capsules/30 days)"
5,Not Specified,my blue,Yes,butorphanol tartrate nasal soln 10 mg/ml,"Prior authorization, Quantity Limits (2 bottles/30 days)"
3,Not Specified,my blue,Yes,codeine sulfate tab 30 mg (Codeine sulfate),"Prior authorization, Quantity Limits (180 tablets/30 days)"
5,Not Specified,my blue,Yes,"fentanyl citrate lozenge on a handle 200 mcg, 400 mcg, 600 mcg, 800 mcg, 1200 mcg, 1600 mcg (Actiq)","Prior authorization, Quantity Limits (120 lozenges/30 days)"
5,Not Specified,my blue,Yes,"fentanyl td patch 72hr 12 mcg/hr, 50 mcg/hr, 75 mcg/ hr, 100 mcg/hr (Duragesic)","Prior authorization, Quantity Limits (15 patches/30 days)"
3,Not Specified,my blue,Yes,fentanyl td patch 72hr 25 mcg/hr (Duragesic),"Prior authorization, Quantity Limits (15 patches/30 days)"
6,Not Specified,my blue,Yes,"HYDROCODONE BITARTRATE ER - hydrocodone bitartrate cap er 12hr 10 mg, 15 mg, 20 mg, 30 mg, 40 mg, 50 mg","Prior authorization, Quantity Limits (60 capsules/30 days)"
3,Not Specified,my blue,Yes,hydrocodone-acetaminophen soln 7.5-325 mg/15ml,"Prior authorization, Quantity Limits (3600 mls/30 days)"
3,Not Specified,my blue,Yes,"hydrocodone-acetaminophen tab 10-325 mg, 7.5-325 mg","Prior authorization, Quantity Limits (180 tablets/30 days)"
3,Not Specified,my blue,Yes,hydrocodone-acetaminophen tab 5-325 mg,"Prior authorization, Quantity Limits (360 tablets/30 days)"
3,Not Specified,my blue,Yes,hydrocodone-ibuprofen tab 7.5-200 mg,"Prior authorization, Quantity Limits (150 tablets/30 days)"
5,Not Specified,my blue,Yes,hydromorphone hcl liqd 1 mg/ml (Dilaudid),"Prior authorization, Quantity Limits (1440 mls/30 days)"
5,Not Specified,my blue,Yes,"hydromorphone hcl tab er 24hr 8 mg, 12 mg, 16 mg, 32 mg","Prior authorization, Quantity Limits (30 tablets/30 days)"
3,Not Specified,my blue,Yes,"hydromorphone hcl tab 2 mg, 4 mg, 8 mg (Dilaudid)","Prior authorization, Quantity Limits (180 tablets/30 days)"
5,Not Specified,my blue,Yes,levorphanol tartrate tab 2 mg,"Prior authorization, Quantity Limits (120 tablets/30 days)"
3,Not Specified,my blue,Yes,methadone hcl conc 10 mg/ml (Methadose),"Prior authorization, Quantity Limits (90 mls/30 days)"
3,Not Specified,my blue,Yes,methadone hcl soln 5 mg/5ml (Methadone hcl),"Prior authorization, Quantity Limits (900 mls/30 days)"
5,Not Specified,my blue,Yes,methadone hcl soln 10 mg/5ml (Methadone hcl),"Prior authorization, Quantity Limits (450 mls/30 days)"
5,Not Specified,my blue,Yes,methadone hcl tab for oral susp 40 mg,"Prior authorization, Quantity Limits (90 tablets/30 days)"
3,Not Specified,my blue,Yes,"methadone hcl tab 5 mg, 10 mg","Prior authorization, Quantity Limits (90 tablets/30 days)"
3,Not Specified,my blue,Yes,MORPHINE SULFATE - morphine sulfate oral soln 10 mg/5ml,"Prior authorization, Quantity Limits (2700 mls/30 day)"
3,Not Specified,my blue,Yes,morphine sulfate oral soln 100 mg/5ml (20 mg/ml),"Prior authorization, Quantity Limits (270 mls/30 days)"
3,Not Specified,my blue,Yes,"morphine sulfate tab er 15 mg, 30 mg (Ms contin)","Prior authorization, Quantity Limits (120 tablets/30 days)"
5,Not Specified,my blue,Yes,morphine sulfate tab er 60 mg (Ms contin),"Prior authorization, Quantity Limits (120 tablets/30 days)"
5,Not Specified,my blue,Yes,"morphine sulfate tab er 100 mg, 200 mg (Ms contin)","Prior authorization, Quantity Limits (180 tablets/30 days)"
3,Not Specified,my blue,Yes,morphine sulfate tab 15 mg (Morphine sulfate),"Prior authorization, Quantity Limits (240 tablets/30 days)"
3,Not Specified,my blue,Yes,morphine sulfate tab 30 mg (Morphine sulfate),"Prior authorization, Quantity Limits (180 tablets/30 days)"
6,Not Specified,my blue,Yes,"NUCYNTA ER - tapentadol hcl tab er 12hr 50 mg, 100 mg, 150 mg, 200 mg, 250 mg","Prior authorization, Quantity Limits (60 tablets/30 days)"
3,Not Specified,my blue,Yes,oxycodone hcl cap 5 mg,"Prior authorization, Quantity Limits (360 capsules/30 days)"
5,Not Specified,my blue,Yes,oxycodone hcl conc 100 mg/5ml (20 mg/ml),"Prior authorization, Quantity Limits (270 mls/30 days)"
3,Not Specified,my blue,Yes,oxycodone hcl soln 5 mg/5ml,"Prior authorization, Quantity Limits (5400 mls/30 days)"
3,Not Specified,my blue,Yes,oxycodone hcl tab 5 mg (Roxicodone),"Prior authorization, Quantity Limits (360 tablets/30 days)"
3,Not Specified,my blue,Yes,oxycodone hcl tab 10 mg,"Prior authorization, Quantity Limits (180 tablets/30 days)"
3,Not Specified,my blue,Yes,"oxycodone hcl tab 15 mg, 30 mg (Roxicodone)","Prior authorization, Quantity Limits (120 tablets/30 days)"
3,Not Specified,my blue,Yes,oxycodone hcl tab 20 mg,"Prior authorization, Quantity Limits (120 tablets/30 days)"
3,Not Specified,my blue,Yes,"oxycodone w/ acetaminophen tab 2.5-325 mg, 5-325 mg (Percocet)","Prior authorization, Quantity Limits (360 tablets/30 days)"
3,Not Specified,my blue,Yes,oxycodone w/ acetaminophen tab 7.5-325 mg (Percocet),"Prior authorization, Quantity Limits (240 tablets/30 days)"
3,Not Specified,my blue,Yes,oxycodone w/ acetaminophen tab 10-325 mg (Percocet),"Prior authorization, Quantity Limits (180 tablets/30 days)"
3,Not Specified,my blue,Yes,tramadol hcl tab er 24hr 100 mg,"Prior authorization, Quantity Limits (30 tablets/30 days)"
5,Not Specified,my blue,Yes,"tramadol hcl tab er 24hr 200 mg, 300 mg","Prior authorization, Quantity Limits (30 tablets/30 days)"
3,Not Specified,my blue,Yes,tramadol hcl tab 50 mg (Ultram),"Prior authorization, Quantity Limits (240 tablets/30 days)"
3,Not Specified,my blue,Yes,tramadol-acetaminophen tab 37.5-325 mg (Ultracet),"Prior authorization, Quantity Limits (240 tablets/30 days)"
5,Not Specified,my blue,Yes,"XTAMPZA ER - oxycodone cap er 12hr abuse-deterrent 9 mg, 13.5 mg, 18 mg, 27 mg, 36 mg","Prior authorization, Quantity Limits (180 capsules/30 days)"
5,Not Specified,my blue,Yes,"ZUBSOLV - buprenorphine hcl-naloxone hcl sl tab 0.7-0.18 mg (base eq), 2.9-0.71 mg (base eq), 5.7-1.4 mg (base eq), 11.4-2.9 mg (base eq)",Quantity Limits (30 tablets/30 days)
5,Not Specified,my blue,Yes,ZUBSOLV - buprenorphine hcl-naloxone hcl sl tab 1.4-0.36 mg (base eq),Quantity Limits (90 tablets/30 days)
5,Not Specified,my blue,Yes,ZUBSOLV - buprenorphine hcl-naloxone hcl sl tab 8.6-2.1 mg (base eq),Quantity Limits (60 tablets/30 days)
6,Speciality Drug,my blue,Yes,ACTEMRA - tocilizumab subcutaneous soln prefilled syringe 162 mg/0.9ml,"Prior authorization, Limited distribution, Quantity Limits (4 syringes/28 days)"
6,Speciality Drug,my blue,Yes,ACTEMRA ACTPEN - tocilizumab subcutaneous soln auto-injector 162 mg/0.9ml,"Prior authorization, Quantity Limits (4 pens/28 days)"
6,Speciality Drug,my blue,Yes,AMJEVITA - adalimumab-atto soln auto-injector 40 mg/0.8ml,"Prior authorization, Quantity Limits (2 pens/28 days)"
6,Speciality Drug,my blue,Yes,"AMJEVITA - adalimumab-atto soln prefilled syringe 10 mg/0.2ml, 20 mg/0.4ml, 40 mg/0.8ml","Prior authorization, Quantity Limits (2 syringes/28 days)"
6,Speciality Drug,my blue,Yes,ARCALYST - rilonacept for inj 220 mg,"Prior authorization, Limited distribution, Quantity Limits (4 vials/28 days)"
3,Not Specified,my blue,Yes,"celecoxib cap 50 mg, 100 mg, 200 mg, 400 mg (Celebrex)",Not Specified
3,Not Specified,my blue,Yes,diclofenac potassium tab 50 mg,Not Specified
3,Not Specified,my blue,Yes,"diclofenac sodium tab delayed release 25 mg, 50 mg, 75 mg",Not Specified
5,Not Specified,my blue,Yes,diclofenac w/ misoprostol tab delayed release 50-0.2 mg (Arthrotec 50),Not Specified
5,Not Specified,my blue,Yes,diclofenac w/ misoprostol tab delayed release 75-0.2 mg (Arthrotec 75),Not Specified
6,Speciality Drug,my blue,Yes,ENBREL - etanercept subcutaneous inj 25 mg/0.5ml,"Prior authorization, Quantity Limits (8 vials/28 days)"
6,Speciality Drug,my blue,Yes,ENBREL - etanercept subcutaneous soln prefilled syringe 25 mg/0.5ml,"Prior authorization, Quantity Limits (8 syringes/28 days)"
6,Speciality Drug,my blue,Yes,ENBREL - etanercept subcutaneous soln prefilled syringe 50 mg/ml,"Prior authorization, Quantity Limits (4 syringes/28 days)"
6,Speciality Drug,my blue,Yes,ENBREL MINI - etanercept subcutaneous solution cartridge 50 mg/ml,"Prior authorization, Quantity Limits (4 cartridges/28 days)"
6,Speciality Drug,my blue,Yes,ENBREL SURECLICK - etanercept subcutaneous solution auto-injector 50 mg/ml,"Prior authorization, Quantity Limits (4 pens/28 days)"
3,Not Specified,my blue,Yes,"etodolac cap 200 mg, 300 mg",Not Specified
5,Not Specified,my blue,Yes,"etodolac tab er 24hr 400 mg, 500 mg, 600 mg",Not Specified
3,Not Specified,my blue,Yes,etodolac tab 400 mg (Lodine),Not Specified
3,Not Specified,my blue,Yes,etodolac tab 500 mg,Not Specified
5,Not Specified,my blue,Yes,fenoprofen calcium tab 600 mg (Nalfon),Not Specified
3,Not Specified,my blue,Yes,flurbiprofen tab 100 mg,Not Specified
6,Speciality Drug,my blue,Yes,"HADLIMA - adalimumab-bwwd soln prefilled syringe 40 mg/0.4ml, 40 mg/0.8ml","Prior authorization, Quantity Limits (2 syringes/28 days)"
6,Speciality Drug,my blue,Yes,"HADLIMA PUSHTOUCH - adalimumab-bwwd soln auto- injector 40 mg/0.4ml, 40 mg/0.8ml","Prior authorization, Quantity Limits (2 pens/28 days)"
6,Speciality Drug,my blue,Yes,"HUMIRA - adalimumab prefilled syringe kit 10 mg/0.1ml, 20 mg/0.2ml, 40 mg/0.8ml, 40 mg/0.4ml","Prior authorization, Quantity Limits (2 syringes/28 days)"
6,Speciality Drug,my blue,Yes,"HUMIRA PEDIATRIC CROHNS D - adalimumab prefilled syringe kit 80 mg/0.8ml, 80 mg/0.8ml & 40 mg/0.4ml","Prior authorization, Quantity Limits (1 kit/180 days)"
6,Speciality Drug,my blue,Yes,"HUMIRA PEN - adalimumab pen-injector kit 40 mg/0.8ml, 40 mg/0.4ml, 80 mg/0.8ml","Prior authorization, Quantity Limits (2 pens/28 days)"
6,Speciality Drug,my blue,Yes,"HUMIRA PEN-CD/UC/HS START - adalimumab pen- injector kit 40 mg/0.8ml, 80 mg/0.8ml","Prior authorization, Quantity Limits (1 kit/180 days)"
6,Speciality Drug,my blue,Yes,HUMIRA PEN-PEDIATRIC UC S - adalimumab pen- injector kit 80 mg/0.8ml,"Prior authorization, Quantity Limits (1 kit/180 days)"
6,Speciality Drug,my blue,Yes,"HUMIRA PEN-PS/UV STARTER - adalimumab pen- injector kit 40 mg/0.8ml, 80 mg/0.8ml & 40 mg/0.4ml","Prior authorization, Quantity Limits (1 kit/180 days)"
3,Not Specified,my blue,Yes,"ibuprofen tab 400 mg, 600 mg, 800 mg",Not Specified
3,Not Specified,my blue,Yes,indomethacin cap er 75 mg,Not Specified
3,Not Specified,my blue,Yes,"indomethacin cap 25 mg, 50 mg",Not Specified
3,Not Specified,my blue,Yes,ketorolac tromethamine tab 10 mg,Quantity Limits (20 tablets/5 days)
6,Speciality Drug,my blue,Yes,"KEVZARA - sarilumab subcutaneous solution auto- injector 150 mg/1.14ml, 200 mg/1.14ml","Prior authorization, Quantity Limits (2 pens/28 days)"
6,Speciality Drug,my blue,Yes,"KEVZARA - sarilumab subcutaneous soln prefilled syringe 150 mg/1.14ml, 200 mg/1.14ml","Prior authorization, Quantity Limits (2 syringes/28 days)"
6,Speciality Drug,my blue,Yes,KINERET - anakinra subcutaneous soln prefilled syringe 100 mg/0.67ml,"Prior authorization, Limited distribution, Quantity Limits (30 syringes/30 days)"
5,Not Specified,my blue,Yes,leflunomide tab 10 mg (Arava),Not Specified
3,Not Specified,my blue,Yes,leflunomide tab 20 mg (Arava),Not Specified
6,Not Specified,my blue,Yes,"MECLOFENAMATE SODIUM - meclofenamate sodium cap 50 mg, 100 mg",Prior authorization
3,Not Specified,my blue,Yes,"meloxicam tab 7.5 mg, 15 mg (Mobic)",Not Specified
3,Not Specified,my blue,Yes,"nabumetone tab 500 mg, 750 mg",Not Specified
3,Not Specified,my blue,Yes,"naproxen sodium tab 275 mg, 550 mg",Not Specified
